,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes
15163,1,0,1,0,0,58,1068,2,2,1,8
15164,0,0,1,1,1,44,564,4,4,3,0
15165,0,0,0,2,0,13,448,5,4,5,0
15166,1,0,0,2,1,39,67,5,5,5,2
15167,0,0,1,2,1,11,1448,4,5,4,0
15168,0,0,1,1,1,40,3025,4,4,3,0
15169,0,0,1,1,1,47,3169,4,4,5,0
15170,0,0,1,1,0,43,223,2,1,1,68
15171,1,1,1,0,0,30,585,5,4,5,59
15172,1,0,1,1,1,55,1199,2,2,4,1
15173,0,0,0,2,0,59,1222,2,3,2,0
15174,0,0,1,1,1,30,3066,4,5,4,0
15175,1,1,1,1,1,21,594,3,5,3,0
15176,1,0,1,1,1,42,2945,5,5,4,6
15177,0,0,1,2,0,41,851,1,4,1,43
15178,1,0,0,2,0,53,630,4,4,1,32
15179,1,0,1,1,1,55,530,5,5,4,0
15180,0,1,1,1,1,24,283,4,5,4,2
15181,1,0,1,1,1,26,3333,5,1,5,0
15182,0,0,0,2,0,37,509,3,4,3,5
15183,0,1,1,1,1,23,1145,1,5,1,0
15184,0,1,1,2,0,22,239,3,4,3,59
15185,1,0,0,2,0,16,603,2,4,2,0
15186,0,0,1,1,0,34,182,2,2,2,0
15187,1,0,0,2,1,61,550,3,3,3,0
15188,1,0,0,2,0,27,1005,5,4,5,0
15189,1,1,1,2,0,22,1235,4,4,4,0
15190,1,0,1,1,0,33,3699,3,3,3,14
15191,1,0,1,1,1,21,1947,4,5,4,74
15192,1,1,1,1,0,33,719,1,4,1,0
15193,0,0,0,2,1,66,2370,3,4,4,43
15194,0,1,1,2,0,40,453,3,5,3,5
15195,0,0,0,2,0,62,164,4,4,4,0
15196,0,1,1,2,0,41,588,3,4,3,40
15197,1,0,1,1,0,45,1652,3,3,3,0
15198,0,0,1,1,1,29,2468,3,5,3,0
15199,0,0,0,2,1,48,762,4,4,4,54
15200,0,0,0,2,0,15,2358,4,5,3,27
15201,0,0,1,1,1,40,2822,5,4,5,0
15202,1,0,1,1,1,48,1400,2,2,3,0
15203,0,0,0,2,1,69,526,1,5,1,14
15204,1,0,1,2,1,45,599,4,4,2,0
15205,0,0,0,2,0,36,748,4,5,4,0
15206,0,1,1,2,1,23,628,2,3,2,0
15207,1,0,0,2,0,64,432,4,4,4,12
15208,0,0,1,1,1,52,750,4,4,4,0
15209,0,0,1,1,1,31,2355,4,2,5,0
15210,1,0,1,2,0,49,205,1,1,2,21
15211,1,0,1,2,1,49,207,5,5,2,0
15212,1,0,0,2,0,17,304,5,5,5,1
15213,0,0,1,1,1,38,2880,5,5,2,0
15214,0,0,1,1,1,53,3680,4,5,4,21
15215,1,1,1,2,1,18,1111,4,5,4,39
15216,1,1,1,2,0,34,507,3,3,3,0
15217,1,0,1,1,1,44,2500,5,5,3,22
15218,1,0,1,1,1,41,3612,3,3,5,0
15219,0,0,0,2,0,64,1670,1,2,1,0
15220,0,0,1,1,1,33,2690,2,2,2,35
15221,1,0,0,2,0,17,222,4,4,4,0
15222,1,0,0,0,0,24,643,1,4,1,0
15224,1,0,0,2,0,39,365,5,5,5,0
15225,0,1,1,1,0,27,109,1,4,1,0
15226,1,0,1,2,1,32,300,5,2,5,28
15227,1,0,1,1,1,39,1514,4,4,5,0
15228,0,0,1,1,1,15,651,5,3,5,0
15229,1,1,1,2,0,25,236,5,3,5,0
15230,1,0,0,2,0,25,304,3,5,3,0
15231,1,1,1,2,0,44,2300,2,5,2,17
15232,1,0,0,2,0,36,1726,5,3,5,0
15233,0,0,0,0,0,62,599,4,3,4,0
15234,0,0,0,2,0,29,192,5,3,5,15
15235,1,1,1,1,0,39,1605,3,3,3,0
15236,1,0,0,2,0,70,925,5,5,4,9
15237,1,0,1,1,1,48,3076,5,5,4,62
15238,0,0,0,2,0,50,402,3,4,3,30
15239,1,0,1,1,1,40,1979,4,4,5,0
15240,0,0,0,2,0,35,2419,4,4,4,18
15241,1,0,1,0,1,29,491,1,5,1,6
15242,1,0,0,0,0,44,545,2,2,5,0
15243,0,1,1,1,1,21,332,5,4,5,41
15244,1,0,0,2,0,29,1037,4,4,4,7
15245,1,0,0,2,0,63,895,4,4,5,1
15246,0,0,0,2,0,16,285,1,4,1,0
15247,0,0,1,1,1,41,1337,4,4,3,0
15248,0,0,1,1,1,48,1665,3,5,5,22
15249,0,0,1,1,1,45,3067,4,4,3,0
15250,1,0,1,1,0,25,3135,3,2,3,0
15251,0,0,0,1,0,22,631,2,4,2,0
15252,1,0,1,2,1,42,814,5,5,2,6
15253,0,0,1,1,1,43,2342,4,4,5,5
15254,0,0,0,2,1,61,1558,2,4,2,6
15255,1,0,1,1,1,58,3634,5,5,3,0
15256,1,0,0,0,0,8,999,4,4,4,5
15257,0,0,1,1,1,49,2928,4,4,3,27
15258,0,0,1,1,1,53,2989,2,2,3,11
15259,1,0,1,0,1,19,1222,5,5,5,0
15260,1,0,0,2,0,7,190,2,4,2,6
15261,1,0,0,2,0,37,247,3,4,3,0
15262,0,0,0,0,0,27,867,2,4,2,0
15263,1,0,0,2,0,7,458,2,2,2,30
15264,1,0,0,2,1,67,462,5,5,5,0
15265,0,0,1,1,1,42,3043,4,4,5,2
15266,0,0,1,1,1,50,2924,5,5,5,0
15267,0,0,0,2,0,48,728,4,4,4,0
15268,1,0,1,1,1,41,1389,4,4,4,0
15269,0,1,1,2,0,23,770,3,3,3,0
15270,1,0,1,1,1,28,1947,3,5,3,1
15271,1,0,1,1,1,39,2477,5,4,5,7
15272,1,1,1,2,0,42,366,1,4,1,0
15273,1,0,1,2,0,23,483,3,3,3,0
15274,1,1,1,1,0,32,248,1,4,1,31
15275,1,0,1,2,0,32,1558,2,3,2,52
15276,0,0,1,2,0,28,594,4,3,4,42
15277,1,0,1,1,1,36,2675,3,3,4,1
15278,0,1,1,2,0,14,1188,2,4,2,0
15279,0,0,1,1,1,42,1812,5,5,5,0
15280,0,0,0,2,0,56,224,4,5,4,42
15281,1,0,0,2,0,11,850,3,4,3,0
15282,0,0,1,1,1,44,3781,5,5,5,0
15283,0,0,1,1,1,47,1957,3,3,5,0
15284,0,1,1,2,0,20,293,2,5,2,10
15285,1,0,1,0,0,24,259,2,3,2,0
15286,1,1,1,2,0,8,1009,3,4,3,0
15287,0,0,0,2,0,19,728,2,2,2,0
15288,1,0,0,2,0,59,293,1,4,5,42
15289,0,0,1,1,1,54,3758,4,4,5,43
15290,0,0,0,2,1,13,292,1,5,1,0
15291,1,0,1,2,0,37,197,2,3,2,3
15292,0,1,1,1,1,23,516,4,5,4,0
15293,0,1,1,1,1,49,646,5,4,5,5
15294,0,0,1,0,1,37,574,4,4,4,5
15295,0,0,1,2,0,53,690,3,3,3,0
15296,1,0,0,0,0,12,1027,3,4,3,17
15297,0,0,1,1,0,36,3403,4,2,4,0
15298,0,1,1,2,0,30,867,1,1,1,3
15299,0,0,0,2,0,22,594,2,4,2,2
15300,1,0,0,2,0,38,854,3,5,3,0
15301,1,0,1,1,1,45,420,5,5,2,27
15302,0,0,1,1,0,45,1107,3,3,4,0
15303,1,0,0,2,0,46,992,4,2,1,28
15304,0,0,1,2,1,39,2442,2,5,4,5
15305,0,1,1,1,0,25,533,4,2,4,17
15306,1,0,0,2,0,44,1123,3,4,5,21
15307,0,0,1,1,1,48,3702,5,4,5,0
15308,1,0,0,2,0,33,1171,3,5,3,0
15309,0,1,1,1,1,29,591,3,5,3,0
15310,0,0,0,2,0,23,515,1,5,1,17
15311,0,0,1,1,1,57,3282,5,5,4,0
15312,1,0,0,2,1,47,163,5,5,2,40
15313,1,1,1,2,0,42,950,5,3,5,5
15314,0,0,1,1,1,44,1011,4,4,4,5
15315,0,0,1,1,1,33,967,5,5,5,17
15316,1,0,0,2,0,42,83,2,2,3,0
15317,0,1,1,2,0,27,1635,4,3,4,6
15318,0,0,1,1,1,44,3723,5,5,3,1
15319,1,0,0,2,0,44,925,5,5,4,47
15320,1,0,1,1,0,43,2644,3,3,1,6
15321,0,0,0,2,0,46,2588,3,1,5,0
15322,1,0,0,2,0,32,438,4,5,4,0
15323,1,0,0,2,0,47,1205,4,4,4,30
15324,0,0,0,0,0,63,238,3,4,3,0
15325,1,0,0,2,0,40,399,4,1,4,14
15326,0,0,1,1,1,37,282,4,4,3,12
15327,1,0,0,2,0,44,547,3,2,5,0
15328,1,0,0,1,1,47,304,1,1,5,0
15329,0,0,1,1,1,53,302,4,4,1,5
15330,0,0,1,1,1,50,429,4,4,3,0
15331,0,0,1,1,1,58,549,5,5,5,0
15332,0,0,1,0,0,41,2402,4,2,4,0
15333,0,0,1,1,1,44,1850,2,2,5,0
15334,0,0,0,2,0,45,1197,1,5,1,0
15335,1,0,0,2,0,13,1747,1,2,1,28
15336,1,0,1,1,1,50,488,4,4,5,0
15337,1,0,0,0,0,49,2358,3,4,2,0
15338,0,0,1,2,0,33,253,4,3,4,9
15339,0,0,1,1,1,45,1747,4,4,4,0
15340,0,0,1,1,1,58,3293,5,5,4,0
15341,0,0,1,0,1,39,216,4,1,4,0
15342,0,0,1,1,1,43,963,4,4,1,2
15343,0,0,1,1,1,44,1091,3,3,4,0
15344,0,0,1,1,1,32,101,4,3,4,0
15345,1,0,1,2,0,34,371,1,2,1,0
15346,0,0,1,1,1,37,216,5,4,4,0
15347,0,0,0,2,0,46,366,3,2,3,0
15348,1,1,1,1,0,36,516,4,4,4,1
15349,1,0,1,1,1,27,1666,3,3,3,65
15350,1,1,1,2,0,24,2296,2,4,2,0
15351,0,0,1,1,1,41,3906,4,4,5,0
15352,0,1,1,2,0,16,641,5,4,5,27
15353,0,0,1,1,0,50,679,1,4,3,134
15354,1,1,1,1,0,26,307,1,4,1,25
15355,0,0,0,2,0,33,1444,1,5,1,67
15356,1,0,1,1,1,61,435,5,5,3,0
15357,1,0,1,2,0,67,1089,4,4,4,0
15358,0,0,0,2,0,64,781,2,4,2,0
15359,1,0,1,1,1,49,3374,3,3,5,1
15360,1,0,1,2,1,40,404,4,2,4,32
15361,0,0,0,2,0,53,1598,4,1,4,0
15362,1,0,1,1,1,49,590,3,3,4,0
15363,0,0,0,0,0,41,602,2,4,2,0
15364,0,0,1,2,0,67,351,2,4,2,0
15365,0,0,0,1,0,42,764,2,3,5,0
15366,0,0,1,1,1,26,3829,5,4,5,0
15367,1,0,1,2,1,51,95,5,5,2,0
15368,0,0,1,0,0,52,680,1,4,1,37
15369,0,0,1,1,1,50,3824,5,5,5,23
15370,0,0,0,2,0,37,452,2,4,2,15
15372,1,0,1,1,1,54,2509,5,4,4,0
15373,1,0,0,2,0,48,370,3,3,2,0
15374,0,0,0,2,0,24,2446,2,5,2,3
15375,1,0,1,1,1,31,3206,4,4,4,0
15376,0,0,1,1,0,43,2741,1,1,1,28
15377,0,1,1,2,0,23,539,5,3,5,0
15378,1,1,1,0,1,27,226,1,1,1,0
15379,0,0,1,1,0,31,3021,4,4,4,46
15380,0,0,0,2,1,33,1303,2,4,2,0
15381,1,0,1,1,1,47,325,2,2,4,97
15382,1,0,1,2,0,56,668,3,3,1,0
15383,0,1,1,2,0,28,468,1,4,1,0
15384,0,0,1,1,1,55,3142,4,4,1,0
15385,0,0,1,1,1,47,883,2,2,4,24
15386,1,0,0,2,0,37,1235,2,3,2,10
15387,0,0,1,2,1,41,86,4,1,4,2
15388,1,1,1,2,0,28,704,2,3,2,1
15389,1,0,0,2,1,20,836,5,5,5,10
15390,0,1,1,2,1,54,474,5,3,5,0
15391,1,0,1,2,0,48,449,2,2,2,35
15392,0,1,1,1,0,36,337,1,5,1,4
15393,1,0,1,1,0,13,3425,2,3,2,8
15394,0,0,0,2,0,9,207,4,3,4,0
15395,1,0,1,1,1,41,386,4,4,3,83
15396,1,0,0,2,0,16,1844,5,4,5,11
15397,0,0,1,1,1,40,926,4,4,5,0
15398,0,0,0,2,0,47,341,4,5,4,0
15399,1,0,0,1,1,17,2717,5,5,2,0
15400,0,0,0,2,1,61,859,1,4,1,0
15401,1,1,1,2,1,22,160,1,2,1,0
15402,0,0,1,1,1,48,1666,4,4,3,51
15403,1,0,0,1,1,44,589,3,3,5,3
15404,1,0,1,1,1,30,1846,5,3,5,0
15405,0,0,0,0,0,27,986,3,4,3,0
15406,0,0,1,2,0,43,985,3,2,3,29
15407,1,0,1,1,0,51,2142,1,1,1,0
15408,1,1,1,1,1,22,353,1,5,1,0
15409,1,0,1,1,1,49,2952,2,2,1,0
15410,0,0,1,1,1,15,2959,4,5,4,2
15411,0,0,0,2,0,29,356,5,5,5,0
15412,0,0,1,1,1,39,3733,5,5,5,0
15413,0,0,1,2,0,55,305,1,3,1,41
15414,1,1,1,2,0,26,192,3,2,3,0
15415,0,0,1,1,0,39,1357,2,2,1,41
15416,0,1,1,2,0,16,998,5,3,5,15
15417,0,0,1,2,1,37,209,5,3,5,0
15418,0,1,1,2,0,36,546,1,3,1,0
15419,1,1,1,2,0,24,102,1,2,1,0
15420,1,1,1,1,0,26,473,2,4,2,0
15421,1,0,0,2,0,9,646,2,2,2,0
15422,0,0,0,2,0,38,365,4,4,4,0
15423,0,1,1,2,0,43,667,4,2,4,22
15424,1,0,0,1,0,28,391,3,5,3,14
15425,1,1,1,1,0,58,315,5,4,5,73
15426,1,0,1,1,1,67,2654,4,4,5,10
15427,0,0,0,2,0,68,920,5,4,5,18
15428,0,0,1,1,0,16,1476,2,4,2,0
15429,1,0,0,1,0,12,670,5,5,5,64
15430,1,0,1,1,1,43,813,3,3,5,0
15431,0,0,1,2,1,43,331,4,2,4,0
15432,0,1,1,2,0,12,731,2,3,2,26
15433,0,0,0,2,0,69,1276,3,5,3,3
15434,1,0,1,1,1,23,3340,4,4,4,15
15435,0,0,1,1,1,27,596,4,5,4,68
15436,0,0,1,1,0,32,1521,1,3,1,0
15437,1,0,1,1,1,54,2475,4,4,5,0
15438,1,1,1,1,0,33,191,4,5,4,0
15439,0,0,0,0,0,33,667,3,4,3,4
15440,1,0,0,0,0,15,1036,1,4,1,0
15441,0,1,1,2,0,23,1313,1,5,1,0
15442,0,0,1,2,1,51,541,4,2,4,0
15443,0,0,1,1,1,30,1237,5,3,5,0
15444,1,0,0,2,0,14,1121,2,4,2,0
15445,0,0,1,1,1,39,792,4,4,4,0
15446,0,0,0,0,0,10,677,3,3,3,1
15447,1,0,0,2,0,55,307,2,2,4,11
15448,1,0,1,2,0,38,616,4,4,4,6
15449,1,0,0,2,0,70,770,2,2,3,0
15450,1,0,1,1,1,31,3307,2,3,2,0
15451,0,1,1,2,1,24,819,2,1,2,0
15452,0,0,1,1,1,31,2253,5,3,5,2
15453,1,0,1,1,1,30,2637,5,3,5,0
15454,1,0,0,2,0,49,406,5,5,5,18
15455,1,0,0,2,0,9,187,4,4,4,0
15456,1,0,0,2,0,31,266,1,5,1,7
15457,0,0,1,1,1,41,1861,4,4,4,26
15458,1,0,0,2,0,70,771,2,3,4,160
15459,0,1,1,2,0,23,337,4,4,4,0
15460,1,0,0,2,0,24,280,4,3,4,0
15461,1,0,1,0,0,46,594,3,3,4,0
15462,1,0,0,2,0,29,1014,1,4,1,0
15463,1,0,0,2,0,31,214,4,3,4,2
15464,0,1,1,2,0,27,1034,3,2,2,160
15465,0,0,1,1,1,30,2835,5,5,5,16
15466,0,0,0,2,0,65,403,5,5,5,0
15467,0,0,0,2,0,10,985,1,4,1,0
15468,1,0,0,2,0,26,1068,2,5,2,20
15469,1,0,0,1,0,69,177,1,1,4,0
15470,0,0,0,2,0,69,240,3,2,3,0
15471,0,0,1,0,0,51,190,3,4,3,117
15472,0,0,1,2,0,47,371,3,3,3,52
15473,0,0,0,2,0,46,997,4,4,4,19
15474,0,0,1,1,1,39,3061,1,1,5,0
15475,1,0,1,1,1,59,2291,5,5,4,12
15476,0,1,1,2,1,25,1121,5,4,5,11
15477,1,0,0,2,1,13,983,5,4,5,0
15478,0,0,1,1,0,41,1242,3,3,4,0
15479,1,0,0,0,0,20,533,5,4,5,42
15480,1,0,0,2,0,59,528,2,2,5,5
15481,0,0,1,1,0,25,1334,3,4,3,8
15482,1,0,1,1,1,45,2475,4,4,5,0
15483,1,0,0,2,0,30,612,1,2,1,4
15484,0,0,1,1,1,36,552,4,4,5,6
15485,1,0,0,2,0,69,620,2,2,5,44
15486,1,0,0,2,1,41,1062,1,5,1,0
15487,0,1,1,2,0,30,634,3,2,3,0
15488,0,0,0,2,1,64,319,4,4,4,6
15489,0,0,1,1,0,18,468,4,4,4,6
15490,0,1,1,1,0,26,1990,4,3,4,0
15491,0,0,1,2,0,44,842,2,3,2,114
15492,1,0,1,1,1,45,406,3,3,3,11
15493,1,0,0,2,0,23,554,5,5,5,7
15494,1,0,1,1,1,38,3799,5,5,5,0
15495,0,0,0,2,0,17,992,2,3,2,30
15496,1,0,0,2,0,25,405,5,4,5,6
15497,0,1,1,2,0,37,250,5,1,5,0
15498,1,1,1,2,0,10,1237,5,3,5,0
15499,1,0,1,2,0,51,452,2,2,2,8
15500,0,1,1,2,0,28,590,4,1,4,0
15501,1,0,0,2,0,30,927,4,5,4,53
15502,0,1,1,1,1,25,669,3,5,3,0
15503,1,1,1,2,0,26,515,3,3,3,0
15504,0,0,1,0,1,59,175,5,3,5,0
15505,0,0,0,2,0,37,838,4,5,4,1
15506,1,0,1,1,1,54,2948,5,5,3,0
15507,0,0,1,1,1,25,1916,5,4,5,7
15508,1,1,1,2,0,22,813,5,4,5,0
15509,0,0,0,0,0,15,1102,1,4,1,0
15510,1,1,1,2,0,36,232,2,3,2,0
15511,1,0,1,1,0,40,3941,3,3,4,0
15512,0,0,1,1,1,42,449,3,3,3,47
15513,1,0,0,2,0,55,488,2,1,4,0
15514,1,0,1,1,1,18,517,2,3,2,0
15515,0,0,1,1,0,27,1072,1,4,1,29
15516,0,0,0,2,0,56,1120,5,5,1,192
15517,0,0,1,1,1,60,2342,5,5,4,0
15518,0,0,0,2,0,49,261,5,2,5,1
15519,0,0,0,2,0,10,1846,4,4,2,167
15520,1,0,0,2,0,52,480,1,1,1,0
15521,0,0,0,2,0,38,775,3,4,3,21
15522,0,0,1,1,1,22,192,4,4,4,0
15523,0,0,1,1,1,35,1092,5,5,1,0
15524,0,0,1,1,0,36,181,2,4,4,0
15525,0,0,0,2,0,36,2519,4,5,1,38
15526,1,0,1,1,0,54,67,4,1,3,36
15527,1,0,1,1,0,32,507,2,3,2,0
15528,1,1,1,2,0,23,396,4,3,4,0
15529,1,0,0,2,0,27,212,1,5,1,0
15530,1,1,1,1,1,40,213,3,5,3,53
15531,0,0,1,0,0,38,627,4,3,4,20
15532,0,0,1,1,1,43,2402,4,2,4,0
15533,0,0,1,1,0,29,645,2,3,2,0
15534,0,0,1,2,1,54,296,5,1,5,0
15535,0,1,1,1,0,37,427,4,4,4,0
15536,1,0,1,1,1,23,374,5,5,5,0
15537,1,0,1,0,1,49,1026,5,5,1,9
15538,0,0,1,1,1,54,1838,5,5,3,16
15539,0,0,1,1,0,60,2611,4,4,2,0
15540,0,0,0,0,0,27,507,5,4,5,51
15541,0,1,1,1,0,27,160,5,4,5,11
15542,0,0,1,1,1,41,3829,5,5,5,1
15543,1,1,1,1,0,28,689,1,5,1,8
15544,1,0,1,2,0,32,921,3,4,3,0
15545,1,0,1,1,1,45,4963,3,4,1,0
15546,0,0,0,1,0,26,425,1,4,1,0
15547,0,0,1,1,1,50,2521,5,5,4,5
15548,1,1,1,2,0,25,271,2,3,2,0
15549,0,1,1,2,0,43,427,5,4,5,1
15550,0,0,1,2,0,45,1488,4,3,4,30
15551,1,1,1,2,0,22,228,4,4,4,0
15552,1,0,0,2,0,33,542,4,4,4,9
15553,0,0,0,2,0,67,399,2,5,2,0
15554,1,0,1,1,1,43,1587,5,5,4,0
15555,1,0,0,2,0,39,612,1,4,1,6
15556,0,1,1,1,0,37,1107,1,3,1,0
15557,1,0,1,1,1,52,986,4,4,5,0
15558,1,0,1,1,1,27,3799,4,4,4,0
15559,1,0,1,2,1,27,526,2,4,2,16
15560,0,0,0,2,0,29,651,3,4,3,0
15561,0,0,1,1,1,19,1725,3,4,5,196
15562,0,1,1,2,0,11,704,3,4,3,23
15563,0,1,1,1,1,30,762,2,4,2,5
15564,0,0,1,1,0,48,412,1,1,1,0
15565,1,0,1,1,1,39,3587,4,4,3,24
15566,1,0,1,1,1,65,1706,4,4,4,2
15567,1,1,1,2,1,22,1046,5,3,5,41
15568,1,0,0,2,0,56,239,4,4,2,0
15569,0,0,0,2,0,11,821,4,4,4,0
15570,0,0,1,1,1,34,2713,5,5,5,0
15571,0,1,1,1,0,37,1999,3,5,3,28
15572,1,0,1,1,1,34,590,5,5,4,0
15573,1,1,1,0,0,27,129,1,4,1,0
15574,0,0,0,2,0,35,1033,2,4,2,14
15575,1,0,1,1,1,59,235,4,5,1,319
15576,1,0,0,2,0,61,368,4,4,1,4
15577,0,0,0,2,0,36,258,2,3,2,0
15578,0,1,1,2,0,13,728,5,2,5,46
15579,1,0,1,1,1,63,333,4,4,5,17
15580,0,1,1,2,0,22,825,4,4,4,40
15581,1,0,0,2,0,9,468,5,5,5,0
15582,0,0,1,1,0,49,438,1,1,1,0
15583,1,0,1,2,1,60,459,5,5,3,0
15584,0,0,1,0,0,23,594,2,3,2,15
15585,1,0,1,1,1,33,622,3,3,4,0
15586,1,0,0,2,0,48,1290,2,2,1,0
15587,0,0,1,2,1,51,262,4,2,4,0
15588,0,0,1,2,0,25,719,3,4,3,0
15589,0,0,1,1,1,49,2475,4,4,3,0
15590,1,0,1,1,1,27,2356,4,5,4,25
15591,0,1,1,1,1,21,678,4,4,4,0
15592,0,0,1,1,1,32,170,4,3,4,44
15593,0,1,1,2,0,32,417,1,3,5,168
15594,1,1,1,1,0,36,919,2,4,2,0
15595,1,0,1,1,1,36,3484,1,1,4,3
15596,1,0,0,2,0,19,1298,4,4,4,0
15597,0,0,1,1,1,26,1779,4,4,4,0
15598,1,0,1,1,1,56,1998,4,4,3,21
15599,0,0,0,2,0,37,251,2,3,2,4
15600,0,0,1,1,1,23,707,4,2,4,6
15601,0,1,0,1,0,28,719,1,5,1,0
15602,1,0,1,1,1,44,3340,5,5,3,0
15603,0,0,1,1,1,31,1679,2,4,2,1
15604,1,1,1,1,1,22,337,2,4,2,1
15605,0,0,0,0,0,29,929,1,3,1,0
15606,1,0,1,1,1,56,3853,4,4,4,0
15607,0,0,1,1,1,57,3694,5,5,3,0
15608,0,0,1,2,1,47,352,4,3,4,39
15609,1,1,1,1,1,20,590,2,5,2,0
15610,1,0,0,0,0,8,758,4,4,4,38
15611,1,0,1,1,0,35,240,2,2,3,0
15612,0,0,1,1,1,34,2035,5,5,1,6
15613,1,1,1,2,1,72,370,5,2,5,0
15614,0,0,1,1,1,59,583,4,4,3,0
15615,1,0,0,2,0,21,1005,2,4,2,0
15616,1,0,1,1,1,41,1909,5,5,4,46
15617,0,0,0,2,0,29,304,2,4,2,0
15618,1,0,0,2,0,56,101,4,4,2,0
15619,0,1,1,1,0,41,1984,2,5,2,0
15620,0,0,1,1,1,49,1931,4,4,3,1
15621,1,0,1,1,1,41,170,4,5,5,0
15622,0,1,1,1,0,36,409,1,4,1,4
15623,1,0,1,1,1,48,2072,5,5,4,95
15624,1,0,0,2,0,12,888,1,5,1,51
15625,1,0,1,1,1,47,3946,5,5,5,0
15626,1,0,1,1,1,47,3715,5,5,3,3
15627,0,0,0,2,0,69,237,1,4,1,0
15628,0,0,1,1,1,39,3387,4,4,4,5
15629,1,0,1,2,0,65,337,3,3,1,0
15630,1,0,1,1,1,30,3159,5,4,5,14
15631,0,0,0,2,1,10,813,2,5,2,0
15632,1,0,1,1,0,12,1514,2,3,2,0
15633,0,0,0,2,0,57,1892,5,2,5,19
15634,1,0,1,0,1,38,528,4,2,4,0
15635,1,0,0,2,0,43,309,1,1,5,0
15636,1,0,1,1,1,24,383,4,4,4,0
15637,0,0,1,1,1,57,3054,5,5,5,159
15638,1,0,1,2,1,38,666,4,1,4,87
15639,0,0,0,2,1,20,354,2,4,2,0
15640,1,0,1,1,1,22,3700,5,3,5,0
15641,0,0,0,2,0,27,479,4,3,3,132
15642,0,0,0,2,0,27,1524,1,2,1,0
15643,1,0,1,1,1,58,1809,5,5,3,0
15644,0,0,1,1,1,40,237,5,5,4,0
15645,0,0,0,0,0,13,489,5,3,5,0
15646,1,0,0,0,0,44,760,5,1,4,2
15647,0,0,1,1,1,43,2454,3,4,4,0
15648,1,1,1,1,0,42,228,3,4,3,21
15649,1,0,0,2,0,63,868,3,3,2,8
15650,0,1,1,2,0,23,641,5,3,5,0
15651,1,0,0,1,0,41,295,4,4,4,2
15652,0,0,1,1,1,33,500,4,5,4,0
15653,1,0,1,1,1,31,2814,4,1,4,0
15654,1,1,1,2,0,26,347,3,3,3,0
15655,1,1,1,1,1,24,600,1,5,1,0
15656,1,0,1,1,0,75,3876,1,1,4,2
15657,1,1,1,1,1,20,190,4,5,4,1
15658,0,0,1,1,0,37,620,3,3,3,0
15659,1,0,0,2,0,31,862,5,4,5,0
15660,0,0,0,0,0,59,1183,4,3,4,19
15661,0,0,1,1,1,33,994,4,5,4,0
15662,0,0,1,1,1,33,1448,5,2,5,0
15663,1,0,1,2,1,61,633,4,4,3,0
15664,1,0,1,1,1,47,1389,2,2,3,0
15665,0,0,0,2,0,42,328,3,5,3,0
15666,1,0,1,1,0,54,302,2,2,3,88
15667,1,0,1,2,0,27,696,1,3,1,0
15668,0,1,1,1,0,74,223,2,2,2,0
15669,0,0,1,1,1,54,134,3,3,3,0
15670,0,1,1,2,0,33,1345,4,4,4,102
15671,0,0,0,2,0,24,805,2,3,2,125
15672,1,0,1,1,1,59,1076,5,5,4,0
15673,1,0,1,1,1,27,2475,5,5,5,5
15674,1,0,1,1,0,72,1923,3,3,1,0
15675,1,0,1,1,1,57,2717,4,4,3,6
15676,0,0,0,2,0,35,1995,1,3,1,0
15677,0,0,1,1,0,50,1890,2,2,3,7
15678,0,0,1,1,0,44,466,3,3,2,0
15679,0,1,1,1,0,25,343,5,4,5,0
15680,0,0,1,1,0,62,925,1,1,4,4
15681,1,0,1,2,0,24,315,3,3,3,12
15682,1,0,0,2,1,55,1123,2,2,4,0
15684,0,0,1,1,1,41,2425,4,5,4,0
15685,0,0,1,2,0,53,728,2,3,2,0
15686,1,0,1,1,1,33,2617,5,5,5,0
15687,1,0,0,2,0,40,558,1,5,1,0
15688,0,1,1,1,0,27,1172,4,3,4,0
15689,0,1,1,1,0,25,1372,5,3,5,0
15690,1,0,1,2,0,38,1334,2,3,2,0
15691,0,0,1,1,1,35,3488,2,2,2,0
15692,0,0,0,1,0,64,646,4,4,1,3
15693,1,0,0,2,1,32,407,3,1,3,13
15694,0,0,1,1,1,50,551,5,5,5,17
15695,0,0,1,1,0,20,1126,3,3,3,0
15696,1,1,1,2,0,24,126,4,2,4,0
15697,1,0,1,1,1,49,577,4,4,4,0
15698,1,0,1,2,1,46,290,4,4,3,0
15699,1,0,0,2,0,15,331,5,4,5,0
15700,1,0,1,1,1,31,2602,2,2,4,19
15701,0,0,0,2,1,25,889,2,5,2,9
15702,1,0,0,2,0,25,304,1,3,1,80
15703,0,0,1,1,1,45,3559,2,2,3,0
15704,0,0,1,1,0,42,414,1,1,2,0
15705,0,0,1,2,0,45,651,1,4,1,21
15706,0,0,0,2,0,11,991,1,3,1,207
15707,1,0,0,2,1,20,628,1,4,1,16
15708,1,0,0,2,0,60,2475,2,1,1,0
15709,1,0,1,1,1,47,550,4,4,5,0
15710,0,0,1,1,1,26,1702,4,5,4,0
15711,0,0,0,2,0,33,212,5,2,5,18
15712,0,0,0,2,0,16,888,2,3,2,49
15713,1,0,1,1,1,47,845,5,5,3,20
